"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"IRTC","iRhythm Technologies, Inc.","80.16","$1.98B","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/irtc",
"IRIX","IRIDEX Corporation","3.95","$53.87M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","24.46","$2.77B","n/a","Capital Goods","Telecommunications Equipment","https://www.nasdaq.com/symbol/irdm",
"IRBT","iRobot Corporation","90.82","$2.55B","2005","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/irbt",
"IRWD","Ironwood Pharmaceuticals, Inc.","10.46","$1.63B","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/irwd",
"IRCP","IRSA Propiedades Comerciales S.A.","21.15","$666.3M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/ircp",
"SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF","50.8","$1.86B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/slqd",
"ISHG","iShares 1-3 Year International Treasury Bond ETF","79.5304","$67.6M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ishg",
"SHY","iShares 1-3 Year Treasury Bond ETF","84.52","$17.28B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/shy",
"TLT","iShares 20+ Year Treasury Bond ETF","130.22","$13.78B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tlt",
"IEI","iShares 3-7 Year Treasury Bond ETF","125.03","$7.39B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iei",
"IEF","iShares 7-10 Year Treasury Bond ETF","109.05","$16.58B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ief",
"AIA","iShares Asia 50 ETF","61.08","$1.09B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aia",
"USIG","iShares Broad USD Investment Grade Corporate Bond ETF","56.6","$3.32B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usig",
"COMT","iShares Commodities Select Strategy ETF","33.2","$312.08M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/comt",
"ISTB","iShares Core 1-5 Year USD Bond ETF","50.26","$2.65B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/istb",
"IXUS","iShares Core MSCI Total International Stock ETF","58.8","$15.26B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ixus",
"IUSG","iShares Core S&P U.S. Growth ETF","64.43","$6.86B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iusg",
"IUSV","iShares Core S&P U.S. Value ETF","57.84","$5.83B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iusv",
"IUSB","iShares Core Total USD Bond Market ETF","51.42","$3.81B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iusb",
"HEWG","iShares Currency Hedged MSCI Germany ETF","26.8","$172.86M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hewg",
"SUSB","iShares ESG 1-5 Year USD Corporate Bond ETF","25.2598","$101.04M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/susb",
"ESGD","iShares ESG MSCI EAFE ETF","64.34","$842.85M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esgd",
"ESGE","iShares ESG MSCI EM ETF","34.1","$716.1M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esge",
"ESGU","iShares ESG MSCI USA ETF","66.1278","$261.2M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esgu",
"SUSL","iShares ESG MSCI USA Leaders ETF","51.5","$1.44B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/susl",
"SUSC","iShares ESG USD Corporate Bond ETF","25.64","$42.31M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/susc",
"XT","iShares Exponential Technologies ETF","38.89","$2.57B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/xt",
"FALN","iShares Fallen Angels USD Bond ETF","26.66","$101.31M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/faln",
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","37.093","$25.97M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ifeu",
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","30.4","$404.32M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ifgl",
"BGRN","iShares Global Green Bond ETF","54.1399","$27.07M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bgrn",
"IGF","iShares Global Infrastructure ETF","46.91","$3.27B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/igf",
"GNMA","iShares GNMA Bond ETF","49.975","$137.43M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gnma",
"HYXE","iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF","51.44","$10.29M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hyxe",
"IGIB","iShares Intermediate-Term Corporate Bond ETF","56.58","$6.7B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/igib",
"IGOV","iShares International Treasury Bond ETF","50.23","$1.06B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/igov",
"EMB","iShares J.P. Morgan USD Emerging Markets Bond ETF","113","$15.7B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/emb",
"MBB","iShares MBS ETF","107.34","$17.42B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mbb",
"JKI","iShares Morningstar Mid-Cap ETF","160.12","$472.35M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jki",
"ACWX","iShares MSCI ACWI ex US Index Fund","46.88","$3.83B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","74.85","$10.93B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","69.38","$4.08B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aaxj",
"EWZS","iShares MSCI Brazil Small-Cap ETF","18.41","$95.73M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ewzs",
"MCHI","iShares MSCI China ETF","58.91","$4.29B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mchi",
"SCZ","iShares MSCI EAFE Small-Cap ETF","57.8","$9.58B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/scz",
"EEMA","iShares MSCI Emerging Markets Asia ETF","65.7","$499.32M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/eema",
"EMXC","iShares MSCI Emerging Markets ex China ETF","49.9322","$29.96M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/emxc",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","18.42","$1.06B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/eufn",
"IEUS","iShares MSCI Europe Small-Cap ETF","50.03","$142.59M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ieus",
"RING","iShares MSCI Global Gold Miners ETF","20.97","$249.54M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ring",
"SDG","iShares MSCI Global Impact ETF","57.8502","$54.96M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sdg",
"EWJE","iShares MSCI Japan Equal Weighted ETF","33.19","$6.64M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ewje",
"EWJV","iShares MSCI Japan Value ETF","24.6239","$7.39M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ewjv",
"ENZL","iShares MSCI New Zealand ETF","54.64","$180.31M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/enzl",
"QAT","iShares MSCI Qatar ETF","18.0196","$52.26M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qat",
"TUR","iShares MSCI Turkey ETF","24.42","$350.43M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tur",
"UAE","iShares MSCI UAE ETF","13.38","$46.16M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/uae",
"IBB","iShares Nasdaq Biotechnology Index Fund","105.52","$7.24B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ibb",
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","204.31","$1.63B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/soxx",
"PFF","iShares Preferred and Income Securities ETF","37","$15.53B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pff",
"AMCA","iShares Russell 1000 Pure U.S. Revenue ETF","28.97","$11.59M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/amca",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","29.59","$26.63M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","10.78","$283.51M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/icln",
"WOOD","iShares S&P Global Timber & Forestry Index Fund","58.85","$225.98M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","37.91","$885.2M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/indy",
"IJT","iShares S&P Small-Cap 600 Growth ETF","182.73","$5.46B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ijt",
"DVY","iShares Select Dividend ETF","101.14","$17.67B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dvy",
"SHV","iShares Short Treasury Bond ETF","110.51","$24.67B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/shv",
"IGSB","iShares Short-Term Corporate Bond ETF","53.25","$12.54B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/igsb",
"ISRL","Isramco, Inc.","120.76","$328.18M","1983","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/isrl",
"ITMR","Itamar Medical Ltd.","9.89","$110.08M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/itmr",
"ITI","Iteris, Inc.","5.68","$229.7M","n/a","Capital Goods","Telecommunications Equipment","https://www.nasdaq.com/symbol/iti",
"ITRM","Iterum Therapeutics plc","6.6383","$95.39M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/itrm",
"ITRI","Itron, Inc.","61.81","$2.43B","1993","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/itri",
"ITRN","Ituran Location and Control Ltd.","30.48","$715.53M","2005","Technology","Electronic Components","https://www.nasdaq.com/symbol/itrn",
"ISEE","IVERIC bio, Inc.","1.19","$49.36M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/isee",
"IVENC","Ivy NextShares","100.02","$45M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ivenc",
"IVFGC","Ivy NextShares","100.02","$43.01M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ivfgc",
"IVFVC","Ivy NextShares","100.02","$45.01M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ivfvc",
"IZEA","IZEA Worldwide, Inc.","0.52","$14.11M","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/izea",
"JJSF","J & J Snack Foods Corp.","163.89","$3.08B","1986","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/jjsf",
"MAYS","J. W. Mays, Inc.","37.435","$75.46M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","92.94","$10.11B","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/jbht",
"JCOM","j2 Global, Inc.","89.34","$4.37B","1999","Technology","Telecommunications Equipment","https://www.nasdaq.com/symbol/jcom",
"JKHY","Jack Henry & Associates, Inc.","139.91","$10.8B","1985","Technology","EDP Services","https://www.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","78.46","$2.03B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/jack",
"JAGX","Jaguar Health, Inc.","3.2","$7.82M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/jagx",
"JAKK","JAKKS Pacific, Inc.","0.88","$25.93M","1996","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/jakk",
"JRVR","James River Group Holdings, Ltd.","47.86","$1.44B","2014","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/jrvr",
"JSML","Janus Henderson Small Cap Growth Alpha ETF","43.5834","$32.77M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jsml",
"JSMD","Janus Henderson Small/Mid Cap Growth Alpha ETF","45.4437","$95.52M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jsmd",
"JASN","Jason Industries, Inc.","0.52","$14.61M","2013","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/jasn",
"JAZZ","Jazz Pharmaceuticals plc","133.13","$7.59B","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/jazz",
"JD","JD.com, Inc.","31.08","$44.99B","2014","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/jd",
"JRSH","Jerash Holdings (US), Inc.","7","$79.28M","2018","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/jrsh",
"JBLU","JetBlue Airways Corporation","18.87","$5.68B","2002","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/jblu",
"JCTCF","Jewett-Cameron Trading Company","8.75","$35.26M","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/jctcf",
"JFIN","Jiayin Group Inc.","9.32","$498.62M","2019","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jfin",
"JMU","JMU Limited","1.25","$10.25M","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/jmu",
"JBSS","John B. Sanfilippo & Son, Inc.","80.81","$920.34M","1991","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/jbss",
"JOUT","Johnson Outdoors Inc.","74.39","$747.62M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/jout",
"JNCE","Jounce Therapeutics, Inc.","4.44","$146.4M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/jnce",
"KALU","Kaiser Aluminum Corporation","93.99","$1.52B","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/kalu",
"KXIN","Kaixin Auto Holdings","1.74","$106.75M","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/kxin",
"KALA","Kala Pharmaceuticals, Inc.","6.27","$212.45M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kala",
"KLDO","Kaleido Biosciences, Inc.","8.87","$264.39M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/kldo",
"KALV","KalVista Pharmaceuticals, Inc.","17.31","$298.55M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kalv",
"KMDA","Kamada Ltd.","5.87","$236.53M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kmda",
"KNDI","Kandi Technologies Group, Inc.","5.13","$269.74M","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/kndi",
"KRTX","Karuna Therapeutics, Inc.","20.14","$471.53M","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/krtx",
"KPTI","Karyopharm Therapeutics Inc.","8.03","$488.74M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kpti",
"KZIA","Kazia Therapeutics Limited","2.8481","$17.71M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kzia",
"KBLM","KBL Merger Corp. IV","10.46","$101.97M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/kblm",
"KBLMR","KBL Merger Corp. IV","0.24","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/kblmr",
"KBLMU","KBL Merger Corp. IV","10.6","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/kblmu",
"KBLMW","KBL Merger Corp. IV","0.149","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/kblmw",
"KBSF","KBS Fashion Group Limited","2.63","$6.82M","2013","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/kbsf",
"KRNY","Kearny Financial","13.57","$1.23B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/krny",
"KELYA","Kelly Services, Inc.","26.13","$1.02B","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","25.4868","$995.74M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/kelyb",
"KMPH","KemPharm, Inc.","1.61","$45.92M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kmph",
"KFFB","Kentucky First Federal Bancorp","7.56","$63.31M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/kffb",
"KEQU","Kewaunee Scientific Corporation","18.56","$50.98M","n/a","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/kequ",
"KTCC","Key Tronic Corporation","4.98","$53.58M","1983","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ktcc",
"KZR","Kezar Life Sciences, Inc.","7.15","$136.7M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kzr",
"KFRC","Kforce, Inc.","35.79","$909.8M","1995","Technology","Professional Services","https://www.nasdaq.com/symbol/kfrc",
"KE","Kimball Electronics, Inc.","15.36","$390.43M","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","17.51","$643.01M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/kbal",
"KIN","Kindred Biosciences, Inc.","7.87","$306.97M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kin",
"KGJI","Kingold Jewelry Inc.","0.605","$40M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/kgji",
"KINS","Kingstone Companies, Inc","8.79","$94.7M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/kins",
"KNSA","Kiniksa Pharmaceuticals, Ltd.","13.77","$261.79M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/knsa",
"KNSL","Kinsale Capital Group, Inc.","95.98","$2.04B","2016","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/knsl",
"KIRK","Kirkland&#39;s, Inc.","1.78","$25.21M","2002","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/kirk",
"KTOV","Kitov Pharma Ltd.","0.97","$18.85M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ktov",
"KTOVW","Kitov Pharma Ltd.","0.15","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ktovw",
"KLAC","KLA-Tencor Corporation","122.92","$19.87B","1980","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/klac",
"KLXE","KLX Energy Services Holdings, Inc. ","18.79","$434.97M","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/klxe",
"KOD","Kodiak Sciences Inc","14","$516.77M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/kod",
"KOPN","Kopin Corporation","1.16","$97.59M","1992","Technology","Semiconductors","https://www.nasdaq.com/symbol/kopn",
"KRNT","Kornit Digital Ltd.","31.02","$1.25B","2015","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/krnt",
"KOSS","Koss Corporation","1.98","$14.66M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/koss",
"KWEB","KraneShares Trust KraneShares CSI China Internet ETF","43.19","$146.85M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kweb",
"KTOS","Kratos Defense & Security Solutions, Inc.","24.06","$2.55B","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/ktos",
"KRYS","Krystal Biotech, Inc.","47","$796.35M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/krys",
"KLIC","Kulicke and Soffa Industries, Inc.","21.67","$1.41B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/klic",
"KURA","Kura Oncology, Inc.","20.15","$769.42M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kura",
"KVHI","KVH Industries, Inc.","10.39","$185.77M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/kvhi",
"FSTR","L.B. Foster Company","26.56","$281.04M","n/a","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/fstr",
"LJPC","La Jolla Pharmaceutical Company","9.58","$259.61M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","15","$89.7M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","16.32","$823.2M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","45.99","$1.18B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","11.05","$88.55M","1986","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/lake",
"LRCX","Lam Research Corporation","191.24","$28.67B","1984","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","80.97","$8.1B","1996","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/lamr",
"LANC","Lancaster Colony Corporation","148","$4.07B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lanc",
"LCA","Landcadia Holdings II, Inc.","9.75","$308.34M","2019","Finance","Business Services","https://www.nasdaq.com/symbol/lca",
"LCAHU","Landcadia Holdings II, Inc.","10.035","$250.88M","2019","Finance","Business Services","https://www.nasdaq.com/symbol/lcahu",
"LCAHW","Landcadia Holdings II, Inc.","0.859","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/lcahw",
"LNDC","Landec Corporation","10.51","$306.71M","1996","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","23.35","$102.09M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","16.74","$424.17M","2014","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrk",
"LMRKN","Landmark Infrastructure Partners LP","24.9","$49.8M","n/a","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrkn",
"LMRKO","Landmark Infrastructure Partners LP","25.28","$62.27M","n/a","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrko",
"LMRKP","Landmark Infrastructure Partners LP","25.35","$40.39M","n/a","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrkp",
"LE","Lands&#39; End, Inc.","10.97","$355.07M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","109.05","$4.38B","1993","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/lstr",
"LNTH","Lantheus Holdings, Inc.","27.76","$1.08B","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/lnth",
"LTRX","Lantronix, Inc.","3.75","$84.23M","2000","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/ltrx",
"LSCC","Lattice Semiconductor Corporation","16.62","$2.19B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/lscc",
"LAUR","Laureate Education, Inc.","16.06","$3.61B","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/laur",
"LAWS","Lawson Products, Inc.","36.62","$328.44M","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/laws",
"LAZY","Lazydays Holdings, Inc.","5.25","$44.48M","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/lazy",
"LCNB","LCNB Corporation","18.32","$243.82M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lcnb",
"LPTX","LEAP THERAPEUTICS, INC.","1.97","$45.21M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lptx",
"LEGH","Legacy Housing Corporation","12.85","$317.69M","2018","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/legh",
"LTXB","LegacyTexas Financial Group, Inc.","42.01","$2.05B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/ltxb",
"INFR","Legg Mason Global Infrastructure ETF","31.3081","$37.57M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/infr",
"LVHD","Legg Mason Low Volatility High Dividend ETF","32.6","$642.27M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lvhd",
"SQLV","Legg Mason Small-Cap Quality Value ETF","25.94","$3.89M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sqlv",
"LACQ","Leisure Acquisition Corp.","10.15","$253.75M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/lacq",
"LACQU","Leisure Acquisition Corp.","10.4734","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/lacqu",
"LACQW","Leisure Acquisition Corp.","0.68","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/lacqw",
"LMAT","LeMaitre Vascular, Inc.","29.17","$573.81M","2006","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/lmat",
"TREE","LendingTree, Inc.","432.68","$5.57B","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/tree",
"LEVL","Level One Bancorp, Inc.","23.94","$185.56M","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/levl",
"LXRX","Lexicon Pharmaceuticals, Inc.","6.2","$658.89M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lxrx",
"LX","LexinFintech Holdings Ltd.","11.59","$2.04B","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/lx",
"LFAC","LF Capital Acquistion Corp.","10.19","$197.75M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/lfac",
"LFACU","LF Capital Acquistion Corp.","10.37","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/lfacu",
"LFACW","LF Capital Acquistion Corp.","0.33","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/lfacw",
"LGIH","LGI Homes, Inc.","75.94","$1.74B","2013","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/lgih",
"LHCG","LHC Group","125.41","$3.95B","2005","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/lhcg",
"LLIT","Lianluo Smart Limited","1","$17.81M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/llit",
"LBRDA","Liberty Broadband Corporation","107.03","$19.42B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lbrda",
"LBRDK","Liberty Broadband Corporation","108.49","$19.68B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lbrdk",
"LEXEA","Liberty Expedia Holdings, Inc.","48.38","$2.77B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/lexea",
"LEXEB","Liberty Expedia Holdings, Inc.","47.9","$2.75B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/lexeb",
"LBTYA","Liberty Global plc","27.17","$20.04B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lbtya",
